RecID,Species,ScieName,SpeciesGrp,YearC,Decade,Status,PartyName,Flag,Fleet,Stock,SampAreaCode,Area,SpcGearGrp,GearGrp,GearCode,CatchTypeCode,QualInfoCode,Qty_t
44751,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1997,1990,CP,VENEZUELA,Venezuela,VEN,ATW,unkn,WTRO,Bait boat,BB,BB,C,UNKN,224
44771,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1997,1990,NCO,Non-contracting parties,Grenada,GRD,ATW,unkn,WTRO,Other surf.,UN,UNCL,C,UNKN,15
44785,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1997,1990,CP,MEXICO,Mexico,MEX,ATW,unkn,GOFM,Longline,LL,LL,C,UNKN,3
44805,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1997,1990,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,52
44881,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1997,1990,CP,UNITED KINGDOM (O.Territories),UK.Sta Helena,UK.SHN,ATE,unkn,SE,Bait boat,BB,BB,C,UNKN,294
44902,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1997,1990,CP,CAP-VERT,Cape Verde,CPV,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,18
44904,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1997,1990,CP,CAP-VERT,Cape Verde,CPV,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,517
44906,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1997,1990,CP,CAP-VERT,Cape Verde,CPV,ATE,unkn,ETRO,Other surf.,HL,HAND,C,UNKN,56
44975,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1997,1990,CP,CURAÇAO,Curaçao,CUW,ATW,unkn,WTRO,Other surf.,UN,UNCL,C,COLV,30
44981,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1997,1990,NCO,Non-contracting parties,Sta. Lucia,LCA,ATW,unkn,WTRO,Other surf.,UN,UNCL,C,UNKN,100
45072,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1997,1990,CP,St VINCENT & GRENADINES,St. Vincent and Grenadines,VCT,ATW,unkn,NW,Other surf.,UN,UNCL,C,UNKN,42
45090,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1997,1990,CP,NAMIBIA,Namibia,NAM,ATE,unkn,SE,Bait boat,BB,BB,C,UNKN,1
45194,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,BRAZIL,Brazil,BRA,ATW,unkn,SW,Purse seine,PS,PS,C,UNKN,219
45195,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,BRAZIL,Brazil,BRA,ATW,unkn,SW,Other surf.,UN,UNCL,C,UNKN,3
45196,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,BRAZIL,Brazil,BRA,ATW,unkn,SW,Bait boat,BB,BB,C,UNKN,23567
45267,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,NCC,Chinese Taipei,Chinese Taipei,TAI,ATW,unkn,WTRO,Longline,LL,LL,C,UNKN,2
45269,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,NCC,Chinese Taipei,Chinese Taipei,TAI,ATE,unkn,ETRO,Longline,LL,LL,C,UNKN,73
45290,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,NCO,Non-contracting parties,Cuba,CUB,ATW,unkn,WTRO,Bait boat,BB,BBI,C,UNKN,651
45321,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,EUROPEAN UNION,EU.France,EU.FRA-FR-ETRO,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,14203
45323,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,EUROPEAN UNION,EU.France,EU.FRA-FR-ETRO,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,4179
45451,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,MAROC,Maroc,MAR,ATE,unkn,NE,Purse seine,PS,PS,C,UNKN,1861
45452,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,MAROC,Maroc,MAR,ATE,SJ20,MEDI,Other surf.,TP,TRAP,C,UNKN,4
45453,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,MAROC,Maroc,MAR,ATE,unkn,NE,Other surf.,GN,GILL,C,UNKN,620
45454,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,MAROC,Maroc,MAR,ATE,SJ20,MEDI,Other surf.,GN,GILL,C,UNKN,1
45508,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,ATE,unkn,NE,Longline,LL,LLHB,C,UNKN,8
45509,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,ATE,unkn,NE,Purse seine,PS,PS,C,UNKN,0.06
45510,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,ATE,unkn,NE,Other surf.,TP,TRAP,C,UNKN,3
45511,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,ATE,unkn,NE,Other surf.,SU,SURF,C,UNKN,14
45513,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,10
45515,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,SE,Bait boat,BB,BB,C,UNKN,4
45517,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,3656
45518,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,849
45554,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,SOUTH AFRICA,South Africa,ZAF,ATE,unkn,SE,Bait boat,BB,BB,C,UNKN,2
45611,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-SWO,ATE,unkn,NE,Longline,LL,LLHB,C,UNKN,0.1
45612,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-SWO,ATE,unkn,SE,Longline,LL,LLHB,C,UNKN,0.2
45616,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-ETRO,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,27414
45617,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,EUROPEAN UNION,EU.España,EU.ESP,ATE,unkn,NE,Other surf.,TP,TRAP,C,UNKN,1
45619,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-ETRO,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,3152
45620,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-CANARY,ATE,unkn,CANA,Bait boat,BB,BB,C,UNKN,5441
45752,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Longline,LL,LL,C,UNKN,1
45753,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,GOFM,Longline,LL,LL,C,UNKN,1
45754,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,TR,TROL,C,UNKN,0.35
45755,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,TW,TRAW,C,UNKN,0.18
45756,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,RR,RR,C,UNKN,49
45757,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,GOFM,Other surf.,RR,RR,C,UNKN,37
45758,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,GN,GILL,C,UNKN,17
45897,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,PANAMA,Panama,PAN,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,572.17
45919,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,VENEZUELA,Venezuela,VEN,ATW,unkn,WTRO,Purse seine,PS,PS,C,UNKN,3607
45921,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,VENEZUELA,Venezuela,VEN,ATW,unkn,WTRO,Bait boat,BB,BB,C,UNKN,506
45975,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,2
46035,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,UNITED KINGDOM (O.Territories),UK.Sta Helena,UK.SHN,ATE,unkn,SE,Bait boat,BB,BB,C,UNKN,298
46050,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,CAP-VERT,Cape Verde,CPV,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,21
46051,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,CAP-VERT,Cape Verde,CPV,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,609
46054,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,CAP-VERT,Cape Verde,CPV,ATE,unkn,ETRO,Other surf.,HL,HAND,C,UNKN,54
46086,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,GABON,Gabon,GAB,ATE,unkn,ETRO,Other surf.,UN,UNCL,C,UNKN,59
46130,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,CURAÇAO,Curaçao,CUW,ATW,unkn,WTRO,Other surf.,UN,UNCL,C,COLV,30
46134,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,NCO,Non-contracting parties,Sta. Lucia,LCA,ATW,unkn,WTRO,Other surf.,UN,UNCL,C,COLV,100
46226,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,NAMIBIA,Namibia,NAM,ATE,unkn,SE,Bait boat,BB,BB,C,RPT1,0.118
46256,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,CHINA PR.,China PR,CHN,ATE,unkn,SE,Longline,LL,LL,C,UNKN,4
46347,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,BRAZIL,Brazil,BRA,ATW,unkn,SW,Bait boat,BB,BB,C,UNKN,22948
46410,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,NCO,Non-contracting parties,Cuba,CUB,ATW,unkn,WTRO,Bait boat,BB,BBI,C,COLV,651
46436,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,EUROPEAN UNION,EU.France,EU.FRA-FR-ETRO,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,18001
46437,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,EUROPEAN UNION,EU.France,EU.FRA-FR-ETRO,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,2343
46545,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,MAROC,Maroc,MAR,ATE,unkn,NE,Purse seine,PS,PS,C,UNKN,715
46546,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,MAROC,Maroc,MAR,ATE,unkn,NE,Other surf.,TP,TRAP,C,UNKN,7
46547,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,MAROC,Maroc,MAR,ATE,SJ20,MEDI,Other surf.,TP,TRAP,C,UNKN,10
46548,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,MAROC,Maroc,MAR,ATE,unkn,NE,Other surf.,GN,GILL,C,UNKN,126
46598,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,ATE,unkn,NE,Longline,LL,LLHB,C,UNKN,2
46599,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,ATE,unkn,NE,Purse seine,PS,PS,C,UNKN,0.1
46600,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,ATE,unkn,NE,Other surf.,SU,SURF,C,UNKN,8
46601,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,28
46602,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,1427
46603,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,345
46646,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,SOUTH AFRICA,South Africa,ZAF,ATE,unkn,SE,Bait boat,BB,BB,C,UNKN,1
46698,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-ETRO,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,38912
46699,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-ETRO,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,1488
46700,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-CANARY,ATE,unkn,CANA,Bait boat,BB,BB,C,UNKN,4119
46857,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Longline,LL,LL,C,UNKN,0.34
46858,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Longline,LL,LL,C,UNKN,1
46859,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,GOFM,Longline,LL,LL,C,UNKN,0.39
46860,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,TP,TRAP,C,UNKN,17
46861,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Other surf.,TP,TRAP,C,UNKN,0.09
46862,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,TW,TRAW,C,UNKN,1
46863,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,HL,HAND,C,UNKN,0.2
46864,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Other surf.,HL,HAND,C,UNKN,6
46865,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,GOFM,Other surf.,HL,HAND,C,UNKN,0.35
46866,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,RR,RR,C,UNKN,64
46867,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,GOFM,Other surf.,RR,RR,C,UNKN,35
46868,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,GN,GILL,C,UNKN,26
46869,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Other surf.,GN,GILL,C,UNKN,0.42
47016,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,VENEZUELA,Venezuela,VEN,ATW,unkn,WTRO,Purse seine,PS,PS,C,UNKN,2696
47017,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,VENEZUELA,Venezuela,VEN,ATW,unkn,WTRO,Bait boat,BB,BB,C,UNKN,282
47046,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,NCO,Non-contracting parties,Grenada,GRD,ATW,unkn,WTRO,Other surf.,UN,UNCL,C,UNKN,23
47076,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,32
47128,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,UNITED KINGDOM (O.Territories),UK.Sta Helena,UK.SHN,ATE,unkn,SE,Bait boat,BB,BB,C,UNKN,13
47150,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,CAP-VERT,Cape Verde,CPV,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,1
47152,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,CAP-VERT,Cape Verde,CPV,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,945
47153,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,CAP-VERT,Cape Verde,CPV,ATE,unkn,ETRO,Other surf.,HL,HAND,C,UNKN,16
47176,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,GABON,Gabon,GAB,ATE,unkn,ETRO,Other surf.,SU,SURF,C,UNKN,76
47199,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,BRAZIL,Brazil,BRA-ESP,ATW,unkn,SW,Purse seine,PS,PS,C,UNKN,240
47208,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,CURAÇAO,Curaçao,CUW,ATW,unkn,WTRO,Other surf.,UN,UNCL,C,COLV,30
47216,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,NCO,Non-contracting parties,Sta. Lucia,LCA,ATW,unkn,WTRO,Other surf.,UN,UNCL,C,UNKN,153
47307,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,NAMIBIA,Namibia,NAM,ATE,unkn,SE,Bait boat,BB,BB,C,RPT1,0.2583
47312,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,NCO,Non-contracting parties,Dominica,DMA,ATW,unkn,WTRO,Other surf.,UN,UNCL,C,UNKN,85
47487,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,ALGÉRIE,Algerie,DZA,ATE,SJ20,MEDI,Other surf.,UN,UNCL,C,RPT1,89
47504,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,RUSSIA,Russian Federation,RUS,ATE,unkn,ETRO,Purse seine,PS,PS,C,RPT1,374
47514,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,EUROPEAN UNION,EU.France,EU.FRA-FR-ETRO,ATE,unkn,ETRO,Bait boat,BB,BB,C,RPT1,1497
47572,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,NAMIBIA,Namibia,NAM,ATE,unkn,SE,Bait boat,BB,BB,L,RPT1,0.0532
47582,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,CAP-VERT,Cape Verde,CPV,ATE,unkn,ETRO,Other surf.,HL,HAND,C,RPT1,19
47587,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,CAP-VERT,Cape Verde,CPV,ATE,unkn,ETRO,Bait boat,BB,BB,C,RCGR,770
47643,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,UNITED STATES,U.S.A.,USA-Com,ATW,unkn,NW,Other surf.,GN,GILL,C,RPT1,1.86
47644,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,UNITED STATES,U.S.A.,USA-Com,ATW,unkn,NW,Other surf.,HL,HAND,C,RPT1,0.23
47645,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,TW,TRAW,C,RPT1,0.04
47646,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,UNITED STATES,U.S.A.,USA-Rec,ATW,unkn,NW,Other surf.,RR,RR,C,RPT1,13.12
47647,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,UNITED STATES,U.S.A.,USA-Com,ATW,unkn,WTRO,Longline,LL,LL,C,RPT1,1.62
47648,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Other surf.,TP,TRAP,C,RPT1,0.28
47649,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,UNITED STATES,U.S.A.,USA-Com,ATW,unkn,WTRO,Other surf.,GN,GILL,C,RPT1,0.59
47650,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,UNITED STATES,U.S.A.,USA-Com,ATW,unkn,WTRO,Other surf.,HL,HAND,C,RPT1,8.8
47651,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,UNITED STATES,U.S.A.,USA-Com,ATW,unkn,GOFM,Longline,LL,LL,C,RPT1,0.23
47652,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,UNITED STATES,U.S.A.,USA-Rec,ATW,unkn,GOFM,Other surf.,RR,RR,C,RPT1,16.67
47653,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,UNITED STATES,U.S.A.,USA-Com,ATW,unkn,GOFM,Other surf.,UN,UNCL,C,RPT1,0.04
47654,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,UNITED STATES,U.S.A.,USA-Com,ATW,unkn,GOFM,Other surf.,HL,HAND,C,RPT1,0.65
47774,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Bait boat,BB,BB,L,RPT1,12
47777,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Other surf.,TP,TRAP,L,RPT1,2
47785,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,NCC,Chinese Taipei,Chinese Taipei,TAI,ATE,unkn,ETRO,Longline,LL,LL,C,RCAR,39
47786,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,NCC,Chinese Taipei,Chinese Taipei,TAI,ATW,unkn,WTRO,Longline,LL,LL,C,RCAR,1
47835,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,UNITED KINGDOM (O.Territories),UK.Sta Helena,UK.SHN,ATE,unkn,SE,Bait boat,BB,BB,C,RPT1,64.39
47877,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1993,1990,CP,RUSSIA,Russian Federation,RUS,ATE,unkn,ETRO,Purse seine,PS,PS,C,RPT1,540
47880,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1994,1990,CP,RUSSIA,Russian Federation,RUS,ATE,unkn,ETRO,Purse seine,PS,PS,C,RPT1,1471
47883,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1995,1990,CP,RUSSIA,Russian Federation,RUS,ATE,unkn,ETRO,Purse seine,PS,PS,C,RPT1,1450
47886,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1996,1990,CP,RUSSIA,Russian Federation,RUS,ATE,unkn,ETRO,Purse seine,PS,PS,C,RPT1,381
47889,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1997,1990,CP,RUSSIA,Russian Federation,RUS,ATE,unkn,ETRO,Purse seine,PS,PS,C,RPT1,1146
47892,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,CP,RUSSIA,Russian Federation,RUS,ATE,unkn,ETRO,Purse seine,PS,PS,C,RPT1,2086
47895,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,CP,RUSSIA,Russian Federation,RUS,ATE,unkn,ETRO,Purse seine,PS,PS,C,RPT1,1426
47930,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1997,1990,NCO,Non-contracting parties,Benin,BEN,ATE,unkn,ETRO,Other surf.,HS,HS,C,SPSP,6.71
47938,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1998,1990,NCO,Non-contracting parties,Benin,BEN,ATE,unkn,ETRO,Other surf.,HS,HS,C,SPSP,2.84
47946,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1999,1990,NCO,Non-contracting parties,Benin,BEN,ATE,unkn,ETRO,Other surf.,HS,HS,C,SPSP,2.38
47958,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,MDRA,Bait boat,BB,BB,C,RPT1,16.6
47960,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,SE,Bait boat,BB,BB,C,RPT1,1.2
47966,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,RPT1,261.8
47974,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,ATE,unkn,NE,Other surf.,TP,TRAP,C,RPT1,0.5
47975,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),2000,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,ATE,unkn,NE,Other surf.,SU,SURF,C,RPT1,9
